census_geoid,geography_type,state_fips,place_fips,geography_name,acs_vintage,education_universe_25_plus,bachelors_or_higher_count,bachelors_or_higher_pct,source_id
1600000US3110390,place,31,10390,"Cook village, Nebraska",2024,229,50,21.834,acs5_2024_place_education
1600000US3110495,place,31,10495,"Cordova village, Nebraska",2024,89,18,20.225,acs5_2024_place_education
1600000US3110600,place,31,10600,"Cornlea village, Nebraska",2024,29,4,13.793,acs5_2024_place_education
1600000US3110635,place,31,10635,"Cortland village, Nebraska",2024,387,64,16.537,acs5_2024_place_education
1600000US3110740,place,31,10740,"Cotesfield village, Nebraska",2024,22,5,22.727,acs5_2024_place_education
1600000US3110985,place,31,10985,"Cowles village, Nebraska",2024,7,2,28.571,acs5_2024_place_education
1600000US3111020,place,31,11020,"Cozad city, Nebraska",2024,2727,349,12.798,acs5_2024_place_education
1600000US3111055,place,31,11055,"Crab Orchard village, Nebraska",2024,15,7,46.667,acs5_2024_place_education
1600000US3111090,place,31,11090,"Craig village, Nebraska",2024,89,9,10.112,acs5_2024_place_education
1600000US3111195,place,31,11195,"Crawford city, Nebraska",2024,678,186,27.434,acs5_2024_place_education
1600000US3111230,place,31,11230,"Creighton city, Nebraska",2024,875,130,14.857,acs5_2024_place_education
1600000US3111300,place,31,11300,"Creston village, Nebraska",2024,105,20,19.048,acs5_2024_place_education
1600000US3111370,place,31,11370,"Crete city, Nebraska",2024,4403,811,18.419,acs5_2024_place_education
1600000US3111440,place,31,11440,"Crofton city, Nebraska",2024,513,95,18.519,acs5_2024_place_education
1600000US3111475,place,31,11475,"Crookston village, Nebraska",2024,40,3,7.5,acs5_2024_place_education
1600000US3111615,place,31,11615,"Culbertson village, Nebraska",2024,410,81,19.756,acs5_2024_place_education
1600000US3111825,place,31,11825,"Curtis city, Nebraska",2024,431,84,19.49,acs5_2024_place_education
1600000US3111860,place,31,11860,"Cushing village, Nebraska",2024,65,0,0.0,acs5_2024_place_education
1600000US3112000,place,31,12000,"Dakota City city, Nebraska",2024,1661,149,8.97,acs5_2024_place_education
1600000US3112070,place,31,12070,"Dalton village, Nebraska",2024,297,105,35.354,acs5_2024_place_education
1600000US3112105,place,31,12105,"Danbury village, Nebraska",2024,57,7,12.281,acs5_2024_place_education
1600000US3112140,place,31,12140,"Dannebrog village, Nebraska",2024,165,32,19.394,acs5_2024_place_education
1600000US3112245,place,31,12245,"Davenport village, Nebraska",2024,188,44,23.404,acs5_2024_place_education
1600000US3112280,place,31,12280,"Davey village, Nebraska",2024,98,27,27.551,acs5_2024_place_education
1600000US3112315,place,31,12315,"David City city, Nebraska",2024,1946,637,32.734,acs5_2024_place_education
1600000US3112420,place,31,12420,"Dawson village, Nebraska",2024,124,9,7.258,acs5_2024_place_education
1600000US3112455,place,31,12455,"Daykin village, Nebraska",2024,119,31,26.05,acs5_2024_place_education
1600000US3112525,place,31,12525,"Decatur village, Nebraska",2024,382,50,13.089,acs5_2024_place_education
1600000US3112770,place,31,12770,"Denton village, Nebraska",2024,98,16,16.327,acs5_2024_place_education
1600000US3112840,place,31,12840,"Deshler city, Nebraska",2024,462,90,19.481,acs5_2024_place_education
1600000US3112945,place,31,12945,"Deweese village, Nebraska",2024,56,6,10.714,acs5_2024_place_education
1600000US3113015,place,31,13015,"De Witt village, Nebraska",2024,323,69,21.362,acs5_2024_place_education
1600000US3113085,place,31,13085,"Diller village, Nebraska",2024,142,49,34.507,acs5_2024_place_education
1600000US3113190,place,31,13190,"Dix village, Nebraska",2024,167,19,11.377,acs5_2024_place_education
1600000US3113225,place,31,13225,"Dixon village, Nebraska",2024,54,17,31.481,acs5_2024_place_education
1600000US3113295,place,31,13295,"Dodge village, Nebraska",2024,317,46,14.511,acs5_2024_place_education
1600000US3113365,place,31,13365,"Doniphan village, Nebraska",2024,695,119,17.122,acs5_2024_place_education
1600000US3113435,place,31,13435,"Dorchester village, Nebraska",2024,364,74,20.33,acs5_2024_place_education
1600000US3113505,place,31,13505,"Douglas village, Nebraska",2024,188,22,11.702,acs5_2024_place_education
1600000US3113750,place,31,13750,"Du Bois village, Nebraska",2024,97,7,7.216,acs5_2024_place_education
1600000US3113855,place,31,13855,"Dunbar village, Nebraska",2024,166,12,7.229,acs5_2024_place_education
1600000US3113890,place,31,13890,"Duncan village, Nebraska",2024,287,39,13.589,acs5_2024_place_education
1600000US3113960,place,31,13960,"Dunning village, Nebraska",2024,66,17,25.758,acs5_2024_place_education
1600000US3114065,place,31,14065,"Dwight village, Nebraska",2024,194,15,7.732,acs5_2024_place_education
1600000US3114100,place,31,14100,"Eagle village, Nebraska",2024,778,214,27.506,acs5_2024_place_education
1600000US3114380,place,31,14380,"Eddyville village, Nebraska",2024,86,2,2.326,acs5_2024_place_education
1600000US3114450,place,31,14450,"Edgar city, Nebraska",2024,331,82,24.773,acs5_2024_place_education
1600000US3114520,place,31,14520,"Edison village, Nebraska",2024,113,8,7.08,acs5_2024_place_education
1600000US3114555,place,31,14555,"Elba village, Nebraska",2024,124,10,8.065,acs5_2024_place_education
1600000US3114730,place,31,14730,"Elgin city, Nebraska",2024,449,81,18.04,acs5_2024_place_education
1600000US3114975,place,31,14975,"Elk Creek village, Nebraska",2024,80,11,13.75,acs5_2024_place_education
1600000US3115360,place,31,15360,"Elm Creek village, Nebraska",2024,673,172,25.557,acs5_2024_place_education
1600000US3115430,place,31,15430,"Elmwood village, Nebraska",2024,499,157,31.463,acs5_2024_place_education
1600000US3115500,place,31,15500,"Elsie village, Nebraska",2024,93,14,15.054,acs5_2024_place_education
1600000US3115570,place,31,15570,"Elwood village, Nebraska",2024,398,103,25.879,acs5_2024_place_education
1600000US3115605,place,31,15605,"Elyria village, Nebraska",2024,41,4,9.756,acs5_2024_place_education
1600000US3115675,place,31,15675,"Emerald CDP, Nebraska",2024,6,0,0.0,acs5_2024_place_education
1600000US3115710,place,31,15710,"Emerson village, Nebraska",2024,588,66,11.224,acs5_2024_place_education
1600000US3115815,place,31,15815,"Emmet village, Nebraska",2024,17,2,11.765,acs5_2024_place_education
1600000US3115885,place,31,15885,"Enders CDP, Nebraska",2024,23,11,47.826,acs5_2024_place_education
1600000US3115920,place,31,15920,"Endicott village, Nebraska",2024,117,16,13.675,acs5_2024_place_education
1600000US3116025,place,31,16025,"Ericson village, Nebraska",2024,112,45,40.179,acs5_2024_place_education
1600000US3116165,place,31,16165,"Eustis village, Nebraska",2024,308,71,23.052,acs5_2024_place_education
1600000US3116270,place,31,16270,"Ewing village, Nebraska",2024,255,94,36.863,acs5_2024_place_education
1600000US3116340,place,31,16340,"Exeter village, Nebraska",2024,473,128,27.061,acs5_2024_place_education
1600000US3116410,place,31,16410,"Fairbury city, Nebraska",2024,2698,467,17.309,acs5_2024_place_education
1600000US3116445,place,31,16445,"Fairfield city, Nebraska",2024,251,48,19.124,acs5_2024_place_education
1600000US3116550,place,31,16550,"Fairmont village, Nebraska",2024,538,49,9.108,acs5_2024_place_education
1600000US3116655,place,31,16655,"Falls City city, Nebraska",2024,2677,756,28.241,acs5_2024_place_education
1600000US3116725,place,31,16725,"Farnam village, Nebraska",2024,140,20,14.286,acs5_2024_place_education
1600000US3116760,place,31,16760,"Farwell village, Nebraska",2024,61,11,18.033,acs5_2024_place_education
1600000US3116830,place,31,16830,"Filley village, Nebraska",2024,92,7,7.609,acs5_2024_place_education
1600000US3116935,place,31,16935,"Firth village, Nebraska",2024,345,78,22.609,acs5_2024_place_education
1600000US3117040,place,31,17040,"Fontanelle CDP, Nebraska",2024,42,23,54.762,acs5_2024_place_education
1600000US3117110,place,31,17110,"Fordyce village, Nebraska",2024,108,36,33.333,acs5_2024_place_education
1600000US3117145,place,31,17145,"Fort Calhoun city, Nebraska",2024,837,219,26.165,acs5_2024_place_education
1600000US3117320,place,31,17320,"Foster village, Nebraska",2024,28,0,0.0,acs5_2024_place_education
1600000US3117530,place,31,17530,"Franklin city, Nebraska",2024,680,127,18.676,acs5_2024_place_education
1600000US3117670,place,31,17670,"Fremont city, Nebraska",2024,18081,3953,21.863,acs5_2024_place_education
1600000US3117775,place,31,17775,"Friend city, Nebraska",2024,687,185,26.929,acs5_2024_place_education
1600000US3117810,place,31,17810,"Fullerton city, Nebraska",2024,865,159,18.382,acs5_2024_place_education
1600000US3117880,place,31,17880,"Funk village, Nebraska",2024,148,33,22.297,acs5_2024_place_education
1600000US3117950,place,31,17950,"Gandy village, Nebraska",2024,33,0,0.0,acs5_2024_place_education
1600000US3118230,place,31,18230,"Garland village, Nebraska",2024,139,47,33.813,acs5_2024_place_education
1600000US3118300,place,31,18300,"Garrison village, Nebraska",2024,42,3,7.143,acs5_2024_place_education
1600000US3118405,place,31,18405,"Geneva city, Nebraska",2024,1518,433,28.524,acs5_2024_place_education
1600000US3118475,place,31,18475,"Genoa city, Nebraska",2024,586,112,19.113,acs5_2024_place_education
1600000US3118580,place,31,18580,"Gering city, Nebraska",2024,5807,1892,32.581,acs5_2024_place_education
1600000US3118615,place,31,18615,"Gibbon city, Nebraska",2024,1120,256,22.857,acs5_2024_place_education
1600000US3118720,place,31,18720,"Gilead village, Nebraska",2024,24,5,20.833,acs5_2024_place_education
1600000US3118825,place,31,18825,"Giltner village, Nebraska",2024,320,61,19.062,acs5_2024_place_education
1600000US3119070,place,31,19070,"Glenvil village, Nebraska",2024,170,23,13.529,acs5_2024_place_education
1600000US3119160,place,31,19160,"Glenwood CDP, Nebraska",2024,426,306,71.831,acs5_2024_place_education
1600000US3119245,place,31,19245,"Goehner village, Nebraska",2024,246,48,19.512,acs5_2024_place_education
1600000US3119350,place,31,19350,"Gordon city, Nebraska",2024,1147,303,26.417,acs5_2024_place_education
1600000US3119385,place,31,19385,"Gothenburg city, Nebraska",2024,2372,583,24.578,acs5_2024_place_education
1600000US3119455,place,31,19455,"Grafton village, Nebraska",2024,126,15,11.905,acs5_2024_place_education
1600000US3119595,place,31,19595,"Grand Island city, Nebraska",2024,33235,6938,20.876,acs5_2024_place_education
1600000US3119910,place,31,19910,"Grant city, Nebraska",2024,962,277,28.794,acs5_2024_place_education
1600000US3120050,place,31,20050,"Greeley Center village, Nebraska",2024,298,56,18.792,acs5_2024_place_education
1600000US3120190,place,31,20190,"Greenwood village, Nebraska",2024,421,88,20.903,acs5_2024_place_education
1600000US3120225,place,31,20225,"Gresham village, Nebraska",2024,176,15,8.523,acs5_2024_place_education
1600000US3120260,place,31,20260,"Gretna city, Nebraska",2024,5740,2891,50.366,acs5_2024_place_education
1600000US3120295,place,31,20295,"Gross village, Nebraska",2024,5,0,0.0,acs5_2024_place_education
1600000US3120365,place,31,20365,"Guide Rock village, Nebraska",2024,198,31,15.657,acs5_2024_place_education
1600000US3120435,place,31,20435,"Gurley village, Nebraska",2024,155,26,16.774,acs5_2024_place_education
1600000US3120470,place,31,20470,"Hadar village, Nebraska",2024,175,23,13.143,acs5_2024_place_education
1600000US3120540,place,31,20540,"Haigler village, Nebraska",2024,118,7,5.932,acs5_2024_place_education
1600000US3120610,place,31,20610,"Hallam village, Nebraska",2024,218,50,22.936,acs5_2024_place_education
1600000US3120680,place,31,20680,"Halsey village, Nebraska",2024,13,6,46.154,acs5_2024_place_education
1600000US3120750,place,31,20750,"Hamlet village, Nebraska",2024,16,0,0.0,acs5_2024_place_education
1600000US3120785,place,31,20785,"Hampton village, Nebraska",2024,410,86,20.976,acs5_2024_place_education
1600000US3120960,place,31,20960,"Harbine village, Nebraska",2024,59,1,1.695,acs5_2024_place_education
1600000US3120995,place,31,20995,"Hardy village, Nebraska",2024,86,7,8.14,acs5_2024_place_education
1600000US3121030,place,31,21030,"Harrisburg CDP, Nebraska",2024,78,26,33.333,acs5_2024_place_education
1600000US3121240,place,31,21240,"Harrison village, Nebraska",2024,167,37,22.156,acs5_2024_place_education
1600000US3121275,place,31,21275,"Hartington city, Nebraska",2024,1124,248,22.064,acs5_2024_place_education
1600000US3121345,place,31,21345,"Harvard city, Nebraska",2024,647,85,13.138,acs5_2024_place_education
1600000US3121415,place,31,21415,"Hastings city, Nebraska",2024,16139,4717,29.227,acs5_2024_place_education
1600000US3121660,place,31,21660,"Hayes Center village, Nebraska",2024,232,50,21.552,acs5_2024_place_education
1600000US3121730,place,31,21730,"Hay Springs village, Nebraska",2024,504,65,12.897,acs5_2024_place_education
1600000US3121765,place,31,21765,"Hazard village, Nebraska",2024,75,37,49.333,acs5_2024_place_education
1600000US3121835,place,31,21835,"Heartwell village, Nebraska",2024,57,5,8.772,acs5_2024_place_education
1600000US3121905,place,31,21905,"Hebron city, Nebraska",2024,1134,250,22.046,acs5_2024_place_education
1600000US3122045,place,31,22045,"Hemingford village, Nebraska",2024,513,116,22.612,acs5_2024_place_education
1600000US3122080,place,31,22080,"Henderson city, Nebraska",2024,692,225,32.514,acs5_2024_place_education
1600000US3122115,place,31,22115,"Hendley village, Nebraska",2024,16,1,6.25,acs5_2024_place_education
1600000US3122150,place,31,22150,"Henry village, Nebraska",2024,80,15,18.75,acs5_2024_place_education
1600000US3122185,place,31,22185,"Herman village, Nebraska",2024,174,12,6.897,acs5_2024_place_education
1600000US3122290,place,31,22290,"Hershey village, Nebraska",2024,519,92,17.726,acs5_2024_place_education
1600000US3122325,place,31,22325,"Hickman city, Nebraska",2024,1786,771,43.169,acs5_2024_place_education
1600000US3122430,place,31,22430,"Hildreth village, Nebraska",2024,344,81,23.547,acs5_2024_place_education
1600000US3122605,place,31,22605,"Holbrook village, Nebraska",2024,174,30,17.241,acs5_2024_place_education
1600000US3122640,place,31,22640,"Holdrege city, Nebraska",2024,3759,1130,30.061,acs5_2024_place_education
1600000US3122780,place,31,22780,"Holmesville CDP, Nebraska",2024,48,9,18.75,acs5_2024_place_education
1600000US3122815,place,31,22815,"Holstein village, Nebraska",2024,143,14,9.79,acs5_2024_place_education
1600000US3122920,place,31,22920,"Homer village, Nebraska",2024,341,52,15.249,acs5_2024_place_education
1600000US3123025,place,31,23025,"Hooper city, Nebraska",2024,550,163,29.636,acs5_2024_place_education
1600000US3123200,place,31,23200,"Hordville village, Nebraska",2024,145,14,9.655,acs5_2024_place_education
1600000US3123235,place,31,23235,"Hoskins village, Nebraska",2024,167,45,26.946,acs5_2024_place_education
1600000US3123270,place,31,23270,"Howard City (Boelus) village, Nebraska",2024,148,31,20.946,acs5_2024_place_education
1600000US3123340,place,31,23340,"Howells village, Nebraska",2024,390,109,27.949,acs5_2024_place_education
1600000US3123375,place,31,23375,"Hubbard village, Nebraska",2024,143,42,29.371,acs5_2024_place_education
1600000US3123410,place,31,23410,"Hubbell village, Nebraska",2024,48,2,4.167,acs5_2024_place_education
1600000US3123445,place,31,23445,"Humboldt city, Nebraska",2024,630,82,13.016,acs5_2024_place_education
1600000US3123480,place,31,23480,"Humphrey city, Nebraska",2024,486,153,31.481,acs5_2024_place_education
1600000US3123550,place,31,23550,"Huntley village, Nebraska",2024,22,0,0.0,acs5_2024_place_education
1600000US3123655,place,31,23655,"Hyannis village, Nebraska",2024,127,33,25.984,acs5_2024_place_education
1600000US3123690,place,31,23690,"Imperial city, Nebraska",2024,1557,391,25.112,acs5_2024_place_education
1600000US3123725,place,31,23725,"Inavale CDP, Nebraska",2024,35,2,5.714,acs5_2024_place_education
1600000US3123830,place,31,23830,"Indianola city, Nebraska",2024,340,53,15.588,acs5_2024_place_education
1600000US3123970,place,31,23970,"Inglewood village, Nebraska",2024,206,45,21.845,acs5_2024_place_education
1600000US3124005,place,31,24005,"Inland CDP, Nebraska",2024,31,0,0.0,acs5_2024_place_education
1600000US3124075,place,31,24075,"Inman village, Nebraska",2024,94,9,9.574,acs5_2024_place_education
1600000US3124285,place,31,24285,"Ithaca village, Nebraska",2024,139,28,20.144,acs5_2024_place_education
1600000US3124355,place,31,24355,"Jackson village, Nebraska",2024,150,21,14.0,acs5_2024_place_education
1600000US3124530,place,31,24530,"Jansen village, Nebraska",2024,83,6,7.229,acs5_2024_place_education
1600000US3124670,place,31,24670,"Johnson village, Nebraska",2024,202,57,28.218,acs5_2024_place_education
1600000US3124740,place,31,24740,"Johnstown village, Nebraska",2024,12,1,8.333,acs5_2024_place_education
1600000US3124915,place,31,24915,"Julian village, Nebraska",2024,39,18,46.154,acs5_2024_place_education
1600000US3124950,place,31,24950,"Juniata village, Nebraska",2024,562,99,17.616,acs5_2024_place_education
1600000US3125055,place,31,25055,"Kearney city, Nebraska",2024,20875,7620,36.503,acs5_2024_place_education
1600000US3125160,place,31,25160,"Kenesaw village, Nebraska",2024,652,196,30.061,acs5_2024_place_education
1600000US3125230,place,31,25230,"Kennard village, Nebraska",2024,297,52,17.508,acs5_2024_place_education
1600000US3125335,place,31,25335,"Keystone CDP, Nebraska",2024,0,0,,acs5_2024_place_education
1600000US3125405,place,31,25405,"Kilgore village, Nebraska",2024,104,6,5.769,acs5_2024_place_education
1600000US3125475,place,31,25475,"Kimball city, Nebraska",2024,1639,264,16.107,acs5_2024_place_education
1600000US3125510,place,31,25510,"King Lake CDP, Nebraska",2024,101,12,11.881,acs5_2024_place_education
1600000US3125720,place,31,25720,"Kramer CDP, Nebraska",2024,7,0,0.0,acs5_2024_place_education
1600000US3126150,place,31,26150,"Lakeview CDP, Nebraska",2024,275,110,40.0,acs5_2024_place_education
1600000US3126156,place,31,26156,"Lake Waconda CDP, Nebraska",2024,119,40,33.613,acs5_2024_place_education
1600000US3126175,place,31,26175,"Lamar village, Nebraska",2024,10,0,0.0,acs5_2024_place_education
1600000US3126315,place,31,26315,"La Platte CDP, Nebraska",2024,0,0,,acs5_2024_place_education
1600000US3126350,place,31,26350,"Laurel city, Nebraska",2024,666,255,38.288,acs5_2024_place_education
1600000US3126385,place,31,26385,"La Vista city, Nebraska",2024,10767,3855,35.804,acs5_2024_place_education
1600000US3126420,place,31,26420,"Lawrence village, Nebraska",2024,173,38,21.965,acs5_2024_place_education
1600000US3126455,place,31,26455,"Lebanon village, Nebraska",2024,28,5,17.857,acs5_2024_place_education
1600000US3126560,place,31,26560,"Leigh village, Nebraska",2024,308,56,18.182,acs5_2024_place_education
1600000US3126595,place,31,26595,"Lemoyne CDP, Nebraska",2024,51,0,0.0,acs5_2024_place_education
1600000US3126630,place,31,26630,"Leshara village, Nebraska",2024,145,6,4.138,acs5_2024_place_education
1600000US3126805,place,31,26805,"Lewellen village, Nebraska",2024,183,60,32.787,acs5_2024_place_education
1600000US3126875,place,31,26875,"Lewiston village, Nebraska",2024,30,7,23.333,acs5_2024_place_education
1600000US3126910,place,31,26910,"Lexington city, Nebraska",2024,6236,817,13.101,acs5_2024_place_education
1600000US3126980,place,31,26980,"Liberty village, Nebraska",2024,22,0,0.0,acs5_2024_place_education
1600000US3128000,place,31,28000,"Lincoln city, Nebraska",2024,184282,77046,41.809,acs5_2024_place_education
1600000US3128105,place,31,28105,"Lindsay village, Nebraska",2024,236,74,31.356,acs5_2024_place_education
1600000US3128140,place,31,28140,"Lindy CDP, Nebraska",2024,9,2,22.222,acs5_2024_place_education
1600000US3128165,place,31,28165,"Linoma Beach CDP, Nebraska",2024,78,34,43.59,acs5_2024_place_education
1600000US3128245,place,31,28245,"Linwood village, Nebraska",2024,65,4,6.154,acs5_2024_place_education
1600000US3128315,place,31,28315,"Lisco CDP, Nebraska",2024,18,0,0.0,acs5_2024_place_education
1600000US3128350,place,31,28350,"Litchfield village, Nebraska",2024,178,38,21.348,acs5_2024_place_education
1600000US3128420,place,31,28420,"Lodgepole village, Nebraska",2024,177,29,16.384,acs5_2024_place_education
1600000US3129050,place,31,29050,"Long Pine city, Nebraska",2024,231,69,29.87,acs5_2024_place_education
1600000US3129085,place,31,29085,"Loomis village, Nebraska",2024,226,42,18.584,acs5_2024_place_education
1600000US3129120,place,31,29120,"Lorenzo CDP, Nebraska",2024,12,0,0.0,acs5_2024_place_education
1600000US3129155,place,31,29155,"Loretto CDP, Nebraska",2024,78,40,51.282,acs5_2024_place_education
1600000US3129175,place,31,29175,"Lorton village, Nebraska",2024,64,11,17.188,acs5_2024_place_education
1600000US3129260,place,31,29260,"Louisville city, Nebraska",2024,1006,297,29.523,acs5_2024_place_education
1600000US3129470,place,31,29470,"Loup City city, Nebraska",2024,674,133,19.733,acs5_2024_place_education
1600000US3129645,place,31,29645,"Lushton village, Nebraska",2024,26,5,19.231,acs5_2024_place_education
1600000US3129715,place,31,29715,"Lyman village, Nebraska",2024,246,9,3.659,acs5_2024_place_education
1600000US3129750,place,31,29750,"Lynch village, Nebraska",2024,116,27,23.276,acs5_2024_place_education
1600000US3129855,place,31,29855,"Lyons city, Nebraska",2024,653,126,19.296,acs5_2024_place_education
1600000US3129925,place,31,29925,"McCook city, Nebraska",2024,5039,1284,25.481,acs5_2024_place_education
1600000US3129960,place,31,29960,"McCool Junction village, Nebraska",2024,417,89,21.343,acs5_2024_place_education
1600000US3130030,place,31,30030,"McGrew village, Nebraska",2024,59,1,1.695,acs5_2024_place_education
1600000US3130065,place,31,30065,"McLean village, Nebraska",2024,49,6,12.245,acs5_2024_place_education
1600000US3130170,place,31,30170,"Macy CDP, Nebraska",2024,303,17,5.611,acs5_2024_place_education
1600000US3130240,place,31,30240,"Madison city, Nebraska",2024,1329,209,15.726,acs5_2024_place_education
1600000US3130275,place,31,30275,"Madrid village, Nebraska",2024,165,23,13.939,acs5_2024_place_education
1600000US3130310,place,31,30310,"Magnet village, Nebraska",2024,44,4,9.091,acs5_2024_place_education
1600000US3130345,place,31,30345,"Malcolm village, Nebraska",2024,291,88,30.241,acs5_2024_place_education
1600000US3130380,place,31,30380,"Malmo village, Nebraska",2024,58,11,18.966,acs5_2024_place_education
1600000US3130415,place,31,30415,"Manley village, Nebraska",2024,154,33,21.429,acs5_2024_place_education
1600000US3130730,place,31,30730,"Marquette village, Nebraska",2024,155,10,6.452,acs5_2024_place_education
1600000US3130835,place,31,30835,"Martell CDP, Nebraska",2024,133,14,10.526,acs5_2024_place_education
1600000US3130905,place,31,30905,"Martin CDP, Nebraska",2024,34,0,0.0,acs5_2024_place_education
1600000US3130940,place,31,30940,"Martinsburg village, Nebraska",2024,46,6,13.043,acs5_2024_place_education
1600000US3131045,place,31,31045,"Maskell village, Nebraska",2024,58,2,3.448,acs5_2024_place_education
1600000US3131115,place,31,31115,"Mason City village, Nebraska",2024,128,46,35.938,acs5_2024_place_education
1600000US3131150,place,31,31150,"Max CDP, Nebraska",2024,25,4,16.0,acs5_2024_place_education
1600000US3131220,place,31,31220,"Maxwell village, Nebraska",2024,109,7,6.422,acs5_2024_place_education
1600000US3131325,place,31,31325,"Maywood village, Nebraska",2024,194,49,25.258,acs5_2024_place_education
1600000US3131395,place,31,31395,"Mead village, Nebraska",2024,412,54,13.107,acs5_2024_place_education
1600000US3131465,place,31,31465,"Meadow Grove village, Nebraska",2024,134,18,13.433,acs5_2024_place_education
1600000US3131570,place,31,31570,"Melbeta village, Nebraska",2024,124,8,6.452,acs5_2024_place_education
1600000US3131605,place,31,31605,"Melia CDP, Nebraska",2024,19,2,10.526,acs5_2024_place_education
1600000US3131640,place,31,31640,"Memphis village, Nebraska",2024,64,4,6.25,acs5_2024_place_education
1600000US3131780,place,31,31780,"Merna village, Nebraska",2024,257,37,14.397,acs5_2024_place_education
1600000US3131815,place,31,31815,"Merriman village, Nebraska",2024,81,30,37.037,acs5_2024_place_education
1600000US3132060,place,31,32060,"Milford city, Nebraska",2024,1472,418,28.397,acs5_2024_place_education
1600000US3132130,place,31,32130,"Miller village, Nebraska",2024,87,28,32.184,acs5_2024_place_education
1600000US3132200,place,31,32200,"Milligan village, Nebraska",2024,240,27,11.25,acs5_2024_place_education
1600000US3132305,place,31,32305,"Minatare city, Nebraska",2024,516,76,14.729,acs5_2024_place_education
1600000US3132340,place,31,32340,"Minden city, Nebraska",2024,1994,562,28.185,acs5_2024_place_education
1600000US3132410,place,31,32410,"Mitchell city, Nebraska",2024,1233,156,12.652,acs5_2024_place_education
1600000US3132550,place,31,32550,"Monowi village, Nebraska",2024,2,0,0.0,acs5_2024_place_education
1600000US3132585,place,31,32585,"Monroe village, Nebraska",2024,171,19,11.111,acs5_2024_place_education
1600000US3132760,place,31,32760,"Moorefield village, Nebraska",2024,32,7,21.875,acs5_2024_place_education
1600000US3132830,place,31,32830,"Morrill village, Nebraska",2024,685,112,16.35,acs5_2024_place_education
1600000US3132865,place,31,32865,"Morse Bluff village, Nebraska",2024,51,8,15.686,acs5_2024_place_education
1600000US3133250,place,31,33250,"Mullen village, Nebraska",2024,324,91,28.086,acs5_2024_place_education
1600000US3133320,place,31,33320,"Murdock village, Nebraska",2024,184,45,24.457,acs5_2024_place_education
1600000US3133425,place,31,33425,"Murray village, Nebraska",2024,297,63,21.212,acs5_2024_place_education
1600000US3133530,place,31,33530,"Naper village, Nebraska",2024,74,6,8.108,acs5_2024_place_education
1600000US3133565,place,31,33565,"Naponee village, Nebraska",2024,79,7,8.861,acs5_2024_place_education
1600000US3133705,place,31,33705,"Nebraska City city, Nebraska",2024,4678,1151,24.605,acs5_2024_place_education
1600000US3133740,place,31,33740,"Nehawka village, Nebraska",2024,81,4,4.938,acs5_2024_place_education
1600000US3133775,place,31,33775,"Neligh city, Nebraska",2024,1016,206,20.276,acs5_2024_place_education
1600000US3133880,place,31,33880,"Nelson city, Nebraska",2024,426,99,23.239,acs5_2024_place_education
1600000US3133950,place,31,33950,"Nemaha village, Nebraska",2024,47,9,19.149,acs5_2024_place_education
1600000US3133985,place,31,33985,"Nenzel village, Nebraska",2024,13,4,30.769,acs5_2024_place_education
1600000US3134090,place,31,34090,"Newcastle village, Nebraska",2024,281,133,47.331,acs5_2024_place_education
1600000US3134230,place,31,34230,"Newman Grove city, Nebraska",2024,587,70,11.925,acs5_2024_place_education
1600000US3134265,place,31,34265,"Newport village, Nebraska",2024,34,2,5.882,acs5_2024_place_education
1600000US3134300,place,31,34300,"Nickerson village, Nebraska",2024,309,10,3.236,acs5_2024_place_education
1600000US3134370,place,31,34370,"Niobrara village, Nebraska",2024,258,60,23.256,acs5_2024_place_education
1600000US3134545,place,31,34545,"Nora village, Nebraska",2024,24,7,29.167,acs5_2024_place_education
1600000US3134615,place,31,34615,"Norfolk city, Nebraska",2024,17026,4092,24.034,acs5_2024_place_education
1600000US3134650,place,31,34650,"Norman village, Nebraska",2024,25,4,16.0,acs5_2024_place_education
1600000US3134720,place,31,34720,"North Bend city, Nebraska",2024,738,182,24.661,acs5_2024_place_education
1600000US3134825,place,31,34825,"North Loup village, Nebraska",2024,176,40,22.727,acs5_2024_place_education
1600000US3135000,place,31,35000,"North Platte city, Nebraska",2024,15787,3285,20.808,acs5_2024_place_education
1600000US3135245,place,31,35245,"Oak village, Nebraska",2024,68,20,29.412,acs5_2024_place_education
1600000US3135385,place,31,35385,"Oakdale village, Nebraska",2024,231,14,6.061,acs5_2024_place_education
1600000US3135490,place,31,35490,"Oakland city, Nebraska",2024,1007,263,26.117,acs5_2024_place_education
1600000US3135560,place,31,35560,"Obert village, Nebraska",2024,16,0,0.0,acs5_2024_place_education
1600000US3135665,place,31,35665,"Oconto village, Nebraska",2024,121,33,27.273,acs5_2024_place_education
1600000US3135700,place,31,35700,"Octavia village, Nebraska",2024,90,7,7.778,acs5_2024_place_education
1600000US3135735,place,31,35735,"Odell village, Nebraska",2024,168,26,15.476,acs5_2024_place_education
1600000US3135770,place,31,35770,"Odessa CDP, Nebraska",2024,104,9,8.654,acs5_2024_place_education
1600000US3135875,place,31,35875,"Offutt AFB CDP, Nebraska",2024,2989,773,25.861,acs5_2024_place_education
1600000US3135980,place,31,35980,"Ogallala city, Nebraska",2024,3444,871,25.29,acs5_2024_place_education
1600000US3136015,place,31,36015,"Ohiowa village, Nebraska",2024,94,4,4.255,acs5_2024_place_education
1600000US3137000,place,31,37000,"Omaha city, Nebraska",2024,321617,128862,40.067,acs5_2024_place_education
