census_geoid,state_fips,place_fips,geography_name,acs_vintage,median_home_value,median_gross_rent,renter_cost_burden_30_pct_plus,renter_cost_burden_universe,source_id
1600000US3802060,38,02060,"Amidon city, North Dakota",2024,45000,,,0,acs5_2024_place_housing
1600000US3802220,38,02220,"Anamoose city, North Dakota",2024,87000,725,40.0,15,acs5_2024_place_housing
1600000US3802380,38,02380,"Aneta city, North Dakota",2024,72500,471,8.8,34,acs5_2024_place_housing
1600000US3802660,38,02660,"Antler city, North Dakota",2024,36300,,,0,acs5_2024_place_housing
1600000US3802820,38,02820,"Apple Valley CDP, North Dakota",2024,242400,,,0,acs5_2024_place_housing
1600000US3802860,38,02860,"Ardoch city, North Dakota",2024,,,100.0,1,acs5_2024_place_housing
1600000US3803020,38,03020,"Argusville city, North Dakota",2024,356200,,,0,acs5_2024_place_housing
1600000US3803220,38,03220,"Arnegard city, North Dakota",2024,323800,,0.0,27,acs5_2024_place_housing
1600000US3803300,38,03300,"Arthur city, North Dakota",2024,217900,645,13.6,22,acs5_2024_place_housing
1600000US3803540,38,03540,"Ashley city, North Dakota",2024,58900,711,22.1,95,acs5_2024_place_housing
1600000US3803740,38,03740,"Auburn CDP, North Dakota",2024,,,,0,acs5_2024_place_housing
1600000US3804020,38,04020,"Ayr city, North Dakota",2024,,,0.0,2,acs5_2024_place_housing
1600000US3804460,38,04460,"Balfour city, North Dakota",2024,,,,0,acs5_2024_place_housing
1600000US3804580,38,04580,"Balta city, North Dakota",2024,96900,,100.0,3,acs5_2024_place_housing
1600000US3804740,38,04740,"Bantry CDP, North Dakota",2024,,,,0,acs5_2024_place_housing
1600000US3804940,38,04940,"Barney city, North Dakota",2024,109400,,,0,acs5_2024_place_housing
1600000US3805220,38,05220,"Barton CDP, North Dakota",2024,,,,0,acs5_2024_place_housing
1600000US3805260,38,05260,"Bathgate city, North Dakota",2024,50000,,0.0,5,acs5_2024_place_housing
1600000US3805420,38,05420,"Beach city, North Dakota",2024,136500,815,32.6,92,acs5_2024_place_housing
1600000US3805740,38,05740,"Belcourt CDP, North Dakota",2024,,846,15.6,314,acs5_2024_place_housing
1600000US3805820,38,05820,"Belfield city, North Dakota",2024,192000,716,0.0,71,acs5_2024_place_housing
1600000US3805980,38,05980,"Benedict city, North Dakota",2024,241000,,,0,acs5_2024_place_housing
1600000US3806180,38,06180,"Bergen city, North Dakota",2024,,,,0,acs5_2024_place_housing
1600000US3806300,38,06300,"Berlin city, North Dakota",2024,47100,,0.0,1,acs5_2024_place_housing
1600000US3806460,38,06460,"Berthold city, North Dakota",2024,180000,,19.2,26,acs5_2024_place_housing
1600000US3806660,38,06660,"Beulah city, North Dakota",2024,203300,1075,71.2,351,acs5_2024_place_housing
1600000US3807020,38,07020,"Binford city, North Dakota",2024,70000,394,42.9,28,acs5_2024_place_housing
1600000US3807180,38,07180,"Bisbee city, North Dakota",2024,,,50.0,4,acs5_2024_place_housing
1600000US3807200,38,07200,"Bismarck city, North Dakota",2024,300300,999,38.2,11438,acs5_2024_place_housing
1600000US3807456,38,07456,"Blacktail CDP, North Dakota",2024,,,,0,acs5_2024_place_housing
1600000US3807620,38,07620,"Blanchard CDP, North Dakota",2024,,,,0,acs5_2024_place_housing
1600000US3808460,38,08460,"Bottineau city, North Dakota",2024,165000,840,14.0,342,acs5_2024_place_housing
1600000US3808500,38,08500,"Bowbells city, North Dakota",2024,104200,600,20.9,43,acs5_2024_place_housing
1600000US3808580,38,08580,"Bowdon city, North Dakota",2024,72900,,0.0,6,acs5_2024_place_housing
1600000US3808700,38,08700,"Bowman city, North Dakota",2024,174800,713,12.4,137,acs5_2024_place_housing
1600000US3808900,38,08900,"Braddock city, North Dakota",2024,45000,,,0,acs5_2024_place_housing
1600000US3809320,38,09320,"Briarwood city, North Dakota",2024,625000,,,0,acs5_2024_place_housing
1600000US3809460,38,09460,"Brinsmade city, North Dakota",2024,,,,0,acs5_2024_place_housing
1600000US3809700,38,09700,"Brocket city, North Dakota",2024,,,,0,acs5_2024_place_housing
1600000US3809830,38,09830,"Brooktree Park CDP, North Dakota",2024,,,,0,acs5_2024_place_housing
1600000US3810060,38,10060,"Buchanan city, North Dakota",2024,227500,,,0,acs5_2024_place_housing
1600000US3810300,38,10300,"Bucyrus city, North Dakota",2024,162500,,,0,acs5_2024_place_housing
1600000US3810420,38,10420,"Buffalo city, North Dakota",2024,179700,567,33.3,6,acs5_2024_place_housing
1600000US3810940,38,10940,"Burlington city, North Dakota",2024,243500,1144,34.3,140,acs5_2024_place_housing
1600000US3811180,38,11180,"Butte city, North Dakota",2024,137500,,0.0,2,acs5_2024_place_housing
1600000US3811340,38,11340,"Buxton city, North Dakota",2024,177500,689,15.8,19,acs5_2024_place_housing
1600000US3811500,38,11500,"Caledonia CDP, North Dakota",2024,95000,,,0,acs5_2024_place_housing
1600000US3811580,38,11580,"Calio city, North Dakota",2024,,,,0,acs5_2024_place_housing
1600000US3811700,38,11700,"Calvin city, North Dakota",2024,,,,0,acs5_2024_place_housing
1600000US3811860,38,11860,"Cando city, North Dakota",2024,168100,764,24.4,172,acs5_2024_place_housing
1600000US3812020,38,12020,"Cannon Ball CDP, North Dakota",2024,104200,418,25.2,115,acs5_2024_place_housing
1600000US3812060,38,12060,"Canton City (Hensel) city, North Dakota",2024,26300,,66.7,6,acs5_2024_place_housing
1600000US3812260,38,12260,"Carpio city, North Dakota",2024,130600,1000,66.7,6,acs5_2024_place_housing
1600000US3812340,38,12340,"Carrington city, North Dakota",2024,150600,778,42.1,278,acs5_2024_place_housing
1600000US3812460,38,12460,"Carson city, North Dakota",2024,83100,631,62.5,48,acs5_2024_place_housing
1600000US3812700,38,12700,"Casselton city, North Dakota",2024,278400,814,16.2,433,acs5_2024_place_housing
1600000US3812820,38,12820,"Cathay city, North Dakota",2024,,,100.0,1,acs5_2024_place_housing
1600000US3812940,38,12940,"Cavalier city, North Dakota",2024,170400,800,10.0,340,acs5_2024_place_housing
1600000US3813020,38,13020,"Cayuga city, North Dakota",2024,,,,0,acs5_2024_place_housing
1600000US3813180,38,13180,"Center city, North Dakota",2024,204100,,0.0,6,acs5_2024_place_housing
1600000US3814100,38,14100,"Christine city, North Dakota",2024,333300,,0.0,3,acs5_2024_place_housing
1600000US3814140,38,14140,"Churchs Ferry CDP, North Dakota",2024,,,,0,acs5_2024_place_housing
1600000US3814660,38,14660,"Cleveland city, North Dakota",2024,,,0.0,12,acs5_2024_place_housing
1600000US3814740,38,14740,"Clifford city, North Dakota",2024,104200,,80.0,5,acs5_2024_place_housing
1600000US3815100,38,15100,"Cogswell city, North Dakota",2024,47800,521,0.0,17,acs5_2024_place_housing
1600000US3815140,38,15140,"Coleharbor city, North Dakota",2024,166700,,,0,acs5_2024_place_housing
1600000US3815180,38,15180,"Colfax city, North Dakota",2024,215000,,0.0,2,acs5_2024_place_housing
1600000US3815460,38,15460,"Columbus city, North Dakota",2024,67900,,0.0,1,acs5_2024_place_housing
1600000US3815820,38,15820,"Conway city, North Dakota",2024,,,,0,acs5_2024_place_housing
1600000US3815900,38,15900,"Cooperstown city, North Dakota",2024,98600,569,39.8,93,acs5_2024_place_housing
1600000US3816380,38,16380,"Courtenay city, North Dakota",2024,137500,,,0,acs5_2024_place_housing
1600000US3816580,38,16580,"Crary city, North Dakota",2024,59200,,25.0,4,acs5_2024_place_housing
1600000US3816940,38,16940,"Crosby city, North Dakota",2024,115400,900,10.5,153,acs5_2024_place_housing
1600000US3817060,38,17060,"Crystal city, North Dakota",2024,67600,,0.0,1,acs5_2024_place_housing
1600000US3817620,38,17620,"Dahlen CDP, North Dakota",2024,,,,0,acs5_2024_place_housing
1600000US3818180,38,18180,"Davenport city, North Dakota",2024,223800,,100.0,2,acs5_2024_place_housing
1600000US3818260,38,18260,"Dawson city, North Dakota",2024,162500,,,0,acs5_2024_place_housing
1600000US3818340,38,18340,"Dazey city, North Dakota",2024,,,44.4,9,acs5_2024_place_housing
1600000US3818620,38,18620,"Deering city, North Dakota",2024,120800,,,0,acs5_2024_place_housing
1600000US3818820,38,18820,"De Lamere CDP, North Dakota",2024,,,0.0,5,acs5_2024_place_housing
1600000US3819060,38,19060,"Denhoff CDP, North Dakota",2024,140600,,,0,acs5_2024_place_housing
1600000US3819300,38,19300,"Des Lacs city, North Dakota",2024,130000,,0.0,2,acs5_2024_place_housing
1600000US3819420,38,19420,"Devils Lake city, North Dakota",2024,164900,711,45.2,2270,acs5_2024_place_housing
1600000US3819580,38,19580,"Dickey city, North Dakota",2024,,,0.0,9,acs5_2024_place_housing
1600000US3819620,38,19620,"Dickinson city, North Dakota",2024,263700,957,37.4,4085,acs5_2024_place_housing
1600000US3819820,38,19820,"Dodge city, North Dakota",2024,132500,,0.0,6,acs5_2024_place_housing
1600000US3819900,38,19900,"Donnybrook city, North Dakota",2024,118800,,,0,acs5_2024_place_housing
1600000US3820020,38,20020,"Douglas city, North Dakota",2024,55000,,37.5,8,acs5_2024_place_housing
1600000US3820300,38,20300,"Drake city, North Dakota",2024,75600,700,37.8,37,acs5_2024_place_housing
1600000US3820340,38,20340,"Drayton city, North Dakota",2024,107500,495,37.1,70,acs5_2024_place_housing
1600000US3820500,38,20500,"Driscoll CDP, North Dakota",2024,92600,,28.6,7,acs5_2024_place_housing
1600000US3820940,38,20940,"Dunn Center city, North Dakota",2024,178500,979,6.0,84,acs5_2024_place_housing
1600000US3821020,38,21020,"Dunseith city, North Dakota",2024,,364,11.6,155,acs5_2024_place_housing
1600000US3821220,38,21220,"Dwight city, North Dakota",2024,200000,,0.0,1,acs5_2024_place_housing
1600000US3821520,38,21520,"East Dunseith CDP, North Dakota",2024,143800,456,37.5,88,acs5_2024_place_housing
1600000US3821580,38,21580,"East Fairview CDP, North Dakota",2024,,,,0,acs5_2024_place_housing
1600000US3822140,38,22140,"Edgeley city, North Dakota",2024,110700,572,0.0,53,acs5_2024_place_housing
1600000US3822260,38,22260,"Edinburg city, North Dakota",2024,65800,630,22.7,22,acs5_2024_place_housing
1600000US3822340,38,22340,"Edmore city, North Dakota",2024,85000,,0.0,82,acs5_2024_place_housing
1600000US3822540,38,22540,"Egeland city, North Dakota",2024,55000,,,0,acs5_2024_place_housing
1600000US3823020,38,23020,"Elgin city, North Dakota",2024,103000,650,44.8,96,acs5_2024_place_housing
1600000US3823220,38,23220,"Ellendale city, North Dakota",2024,116100,757,25.8,124,acs5_2024_place_housing
1600000US3823340,38,23340,"Elliott city, North Dakota",2024,73800,,100.0,1,acs5_2024_place_housing
1600000US3824020,38,24020,"Embden CDP, North Dakota",2024,216100,,,0,acs5_2024_place_housing
1600000US3824060,38,24060,"Emerado city, North Dakota",2024,204800,731,2.0,50,acs5_2024_place_housing
1600000US3824260,38,24260,"Enderlin city, North Dakota",2024,148600,836,20.9,129,acs5_2024_place_housing
1600000US3824380,38,24380,"Englevale CDP, North Dakota",2024,,,0.0,11,acs5_2024_place_housing
1600000US3824540,38,24540,"Epping city, North Dakota",2024,209000,,0.0,7,acs5_2024_place_housing
1600000US3824620,38,24620,"Erie CDP, North Dakota",2024,,,100.0,9,acs5_2024_place_housing
1600000US3824780,38,24780,"Esmond city, North Dakota",2024,142500,690,47.2,36,acs5_2024_place_housing
1600000US3825180,38,25180,"Fairdale city, North Dakota",2024,22500,,,0,acs5_2024_place_housing
1600000US3825300,38,25300,"Fairmount city, North Dakota",2024,93800,525,14.3,14,acs5_2024_place_housing
1600000US3825700,38,25700,"Fargo city, North Dakota",2024,281900,946,39.4,33770,acs5_2024_place_housing
1600000US3826180,38,26180,"Fessenden city, North Dakota",2024,70900,547,47.2,53,acs5_2024_place_housing
1600000US3826380,38,26380,"Fingal city, North Dakota",2024,56000,,,0,acs5_2024_place_housing
1600000US3826420,38,26420,"Finley city, North Dakota",2024,70700,881,9.5,21,acs5_2024_place_housing
1600000US3826660,38,26660,"Flasher city, North Dakota",2024,75000,575,5.9,17,acs5_2024_place_housing
1600000US3826700,38,26700,"Flaxton city, North Dakota",2024,46700,,,0,acs5_2024_place_housing
1600000US3826980,38,26980,"Forbes city, North Dakota",2024,,,,0,acs5_2024_place_housing
1600000US3827060,38,27060,"Fordville city, North Dakota",2024,90800,,33.3,15,acs5_2024_place_housing
1600000US3827100,38,27100,"Forest River city, North Dakota",2024,84400,,0.0,4,acs5_2024_place_housing
1600000US3827260,38,27260,"Forman city, North Dakota",2024,128100,758,11.2,89,acs5_2024_place_housing
1600000US3827580,38,27580,"Fort Ransom city, North Dakota",2024,216700,,50.0,12,acs5_2024_place_housing
1600000US3827700,38,27700,"Fort Totten CDP, North Dakota",2024,,337,27.1,70,acs5_2024_place_housing
1600000US3827820,38,27820,"Fortuna city, North Dakota",2024,30400,,100.0,1,acs5_2024_place_housing
1600000US3827860,38,27860,"Fort Yates city, North Dakota",2024,129200,,0.0,2,acs5_2024_place_housing
1600000US3827950,38,27950,"Four Bears Village CDP, North Dakota",2024,,628,29.5,95,acs5_2024_place_housing
1600000US3827980,38,27980,"Foxholm CDP, North Dakota",2024,,,,0,acs5_2024_place_housing
1600000US3828380,38,28380,"Fredonia city, North Dakota",2024,57100,,,0,acs5_2024_place_housing
1600000US3828720,38,28720,"Frontier city, North Dakota",2024,385300,,50.0,4,acs5_2024_place_housing
1600000US3828780,38,28780,"Fullerton city, North Dakota",2024,77500,,0.0,2,acs5_2024_place_housing
1600000US3828860,38,28860,"Gackle city, North Dakota",2024,85600,519,0.0,20,acs5_2024_place_housing
1600000US3828980,38,28980,"Galesburg city, North Dakota",2024,167200,,0.0,3,acs5_2024_place_housing
1600000US3829180,38,29180,"Gardena city, North Dakota",2024,2000001,,0.0,1,acs5_2024_place_housing
1600000US3829220,38,29220,"Gardner city, North Dakota",2024,276800,,0.0,1,acs5_2024_place_housing
1600000US3829460,38,29460,"Garrison city, North Dakota",2024,165800,616,36.4,107,acs5_2024_place_housing
1600000US3829540,38,29540,"Gascoyne city, North Dakota",2024,,,,0,acs5_2024_place_housing
1600000US3830180,38,30180,"Gilby city, North Dakota",2024,110400,,0.0,4,acs5_2024_place_housing
1600000US3830460,38,30460,"Gladstone city, North Dakota",2024,205700,850,50.0,8,acs5_2024_place_housing
1600000US3830580,38,30580,"Glenburn city, North Dakota",2024,178300,1326,57.1,49,acs5_2024_place_housing
1600000US3830660,38,30660,"Glenfield city, North Dakota",2024,,,55.6,9,acs5_2024_place_housing
1600000US3830860,38,30860,"Glen Ullin city, North Dakota",2024,109200,750,34.4,61,acs5_2024_place_housing
1600000US3831180,38,31180,"Golden Valley city, North Dakota",2024,146900,1313,26.7,30,acs5_2024_place_housing
1600000US3831420,38,31420,"Golva city, North Dakota",2024,88000,439,0.0,14,acs5_2024_place_housing
1600000US3831500,38,31500,"Goodrich city, North Dakota",2024,53300,,37.5,8,acs5_2024_place_housing
1600000US3831740,38,31740,"Grace City city, North Dakota",2024,22500,,0.0,1,acs5_2024_place_housing
1600000US3831820,38,31820,"Grafton city, North Dakota",2024,147300,733,32.1,670,acs5_2024_place_housing
1600000US3832060,38,32060,"Grand Forks city, North Dakota",2024,249900,980,44.2,14016,acs5_2024_place_housing
1600000US3832140,38,32140,"Grand Forks AFB CDP, North Dakota",2024,9999,1626,35.9,521,acs5_2024_place_housing
1600000US3832300,38,32300,"Grandin city, North Dakota",2024,131300,620,0.0,12,acs5_2024_place_housing
1600000US3832580,38,32580,"Grano city, North Dakota",2024,,,,0,acs5_2024_place_housing
1600000US3832660,38,32660,"Granville city, North Dakota",2024,94200,820,33.3,12,acs5_2024_place_housing
1600000US3832900,38,32900,"Great Bend city, North Dakota",2024,68800,,,0,acs5_2024_place_housing
1600000US3833050,38,33050,"Green Acres CDP, North Dakota",2024,,407,15.6,154,acs5_2024_place_housing
1600000US3833500,38,33500,"Grenora city, North Dakota",2024,97200,575,41.4,29,acs5_2024_place_housing
1600000US3834020,38,34020,"Gwinner city, North Dakota",2024,172100,906,20.9,201,acs5_2024_place_housing
1600000US3834180,38,34180,"Hague city, North Dakota",2024,65000,,33.3,3,acs5_2024_place_housing
1600000US3834340,38,34340,"Halliday city, North Dakota",2024,116000,981,43.1,51,acs5_2024_place_housing
1600000US3834460,38,34460,"Hamberg city, North Dakota",2024,,,,0,acs5_2024_place_housing
1600000US3834620,38,34620,"Hamilton city, North Dakota",2024,46300,,,0,acs5_2024_place_housing
1600000US3834860,38,34860,"Hampden city, North Dakota",2024,,,0.0,8,acs5_2024_place_housing
1600000US3834900,38,34900,"Hankinson city, North Dakota",2024,131000,590,6.5,31,acs5_2024_place_housing
1600000US3835020,38,35020,"Hannaford city, North Dakota",2024,59200,456,8.3,12,acs5_2024_place_housing
1600000US3835060,38,35060,"Hannah city, North Dakota",2024,,,100.0,4,acs5_2024_place_housing
1600000US3835140,38,35140,"Hansboro city, North Dakota",2024,,,100.0,2,acs5_2024_place_housing
1600000US3835500,38,35500,"Harmon CDP, North Dakota",2024,444400,,,0,acs5_2024_place_housing
1600000US3835900,38,35900,"Harvey city, North Dakota",2024,118500,649,42.6,305,acs5_2024_place_housing
1600000US3835940,38,35940,"Harwood city, North Dakota",2024,321100,,,0,acs5_2024_place_housing
1600000US3836100,38,36100,"Hatton city, North Dakota",2024,140800,760,22.2,63,acs5_2024_place_housing
1600000US3836140,38,36140,"Havana city, North Dakota",2024,96100,,,0,acs5_2024_place_housing
1600000US3836540,38,36540,"Haynes city, North Dakota",2024,285000,,,0,acs5_2024_place_housing
1600000US3836700,38,36700,"Hazelton city, North Dakota",2024,80600,904,84.0,25,acs5_2024_place_housing
1600000US3836780,38,36780,"Hazen city, North Dakota",2024,190300,918,45.7,199,acs5_2024_place_housing
1600000US3836860,38,36860,"Hebron city, North Dakota",2024,98100,873,42.2,64,acs5_2024_place_housing
1600000US3836980,38,36980,"Heil CDP, North Dakota",2024,,,,0,acs5_2024_place_housing
1600000US3837020,38,37020,"Heimdal CDP, North Dakota",2024,44000,,,0,acs5_2024_place_housing
1600000US3837700,38,37700,"Hettinger city, North Dakota",2024,112200,568,27.9,233,acs5_2024_place_housing
1600000US3838100,38,38100,"Hillsboro city, North Dakota",2024,174800,639,23.5,196,acs5_2024_place_housing
1600000US3838780,38,38780,"Hoople city, North Dakota",2024,100000,725,20.0,5,acs5_2024_place_housing
1600000US3838860,38,38860,"Hope city, North Dakota",2024,97800,685,31.9,47,acs5_2024_place_housing
1600000US3838900,38,38900,"Horace city, North Dakota",2024,414500,2146,27.2,92,acs5_2024_place_housing
1600000US3839460,38,39460,"Hunter city, North Dakota",2024,125000,650,6.7,15,acs5_2024_place_housing
1600000US3839580,38,39580,"Hurdsfield city, North Dakota",2024,,,0.0,1,acs5_2024_place_housing
1600000US3839980,38,39980,"Inkster city, North Dakota",2024,,,0.0,1,acs5_2024_place_housing
1600000US3840580,38,40580,"Jamestown city, North Dakota",2024,199800,773,52.4,3234,acs5_2024_place_housing
1600000US3840740,38,40740,"Jessie CDP, North Dakota",2024,,,,0,acs5_2024_place_housing
1600000US3841180,38,41180,"Jud city, North Dakota",2024,68800,,0.0,1,acs5_2024_place_housing
1600000US3841380,38,41380,"Karlsruhe city, North Dakota",2024,102500,,0.0,2,acs5_2024_place_housing
1600000US3841500,38,41500,"Kathryn city, North Dakota",2024,90900,,80.0,5,acs5_2024_place_housing
1600000US3842020,38,42020,"Kenmare city, North Dakota",2024,115500,768,12.7,126,acs5_2024_place_housing
1600000US3842180,38,42180,"Kensal city, North Dakota",2024,118800,,0.0,9,acs5_2024_place_housing
1600000US3842660,38,42660,"Kief city, North Dakota",2024,,,,0,acs5_2024_place_housing
1600000US3842700,38,42700,"Killdeer city, North Dakota",2024,341100,893,11.6,95,acs5_2024_place_housing
1600000US3842780,38,42780,"Kindred city, North Dakota",2024,297800,619,3.4,59,acs5_2024_place_housing
1600000US3843260,38,43260,"Knox city, North Dakota",2024,160400,,,0,acs5_2024_place_housing
1600000US3843500,38,43500,"Kramer city, North Dakota",2024,81700,,,0,acs5_2024_place_housing
1600000US3843580,38,43580,"Kulm city, North Dakota",2024,70000,836,27.3,33,acs5_2024_place_housing
1600000US3844300,38,44300,"Lakota city, North Dakota",2024,167800,597,6.5,107,acs5_2024_place_housing
1600000US3844540,38,44540,"LaMoure city, North Dakota",2024,151900,922,37.2,86,acs5_2024_place_housing
1600000US3844700,38,44700,"Landa city, North Dakota",2024,,,,0,acs5_2024_place_housing
1600000US3844780,38,44780,"Langdon city, North Dakota",2024,135900,786,35.4,189,acs5_2024_place_housing
1600000US3844860,38,44860,"Lankin city, North Dakota",2024,70000,,0.0,21,acs5_2024_place_housing
1600000US3844900,38,44900,"Lansford city, North Dakota",2024,156300,860,31.2,16,acs5_2024_place_housing
1600000US3845020,38,45020,"Larimore city, North Dakota",2024,203900,,48.3,118,acs5_2024_place_housing
1600000US3845220,38,45220,"Larson CDP, North Dakota",2024,,,,0,acs5_2024_place_housing
1600000US3845300,38,45300,"Lawton city, North Dakota",2024,23300,,,0,acs5_2024_place_housing
1600000US3845460,38,45460,"Leal city, North Dakota",2024,,,,0,acs5_2024_place_housing
1600000US3845580,38,45580,"Leeds city, North Dakota",2024,94100,544,35.8,67,acs5_2024_place_housing
1600000US3845740,38,45740,"Lehr city, North Dakota",2024,46300,,0.0,5,acs5_2024_place_housing
1600000US3845860,38,45860,"Leith city, North Dakota",2024,,,0.0,4,acs5_2024_place_housing
1600000US3845980,38,45980,"Leonard city, North Dakota",2024,162500,572,25.0,40,acs5_2024_place_housing
1600000US3846460,38,46460,"Lidgerwood city, North Dakota",2024,80200,775,22.8,79,acs5_2024_place_housing
1600000US3846540,38,46540,"Lignite city, North Dakota",2024,93000,581,27.3,11,acs5_2024_place_housing
1600000US3846640,38,46640,"Lincoln city, North Dakota",2024,278900,950,8.8,125,acs5_2024_place_housing
1600000US3846980,38,46980,"Linton city, North Dakota",2024,97800,533,42.3,163,acs5_2024_place_housing
1600000US3847100,38,47100,"Lisbon city, North Dakota",2024,192100,649,42.9,387,acs5_2024_place_housing
1600000US3847140,38,47140,"Litchville city, North Dakota",2024,115600,,33.3,9,acs5_2024_place_housing
1600000US3847540,38,47540,"Logan CDP, North Dakota",2024,206800,,,0,acs5_2024_place_housing
1600000US3847660,38,47660,"Loma city, North Dakota",2024,,,,0,acs5_2024_place_housing
1600000US3847796,38,47796,"Long Creek CDP, North Dakota",2024,,,,0,acs5_2024_place_housing
1600000US3848020,38,48020,"Loraine city, North Dakota",2024,,,,0,acs5_2024_place_housing
1600000US3848460,38,48460,"Ludden city, North Dakota",2024,110900,,,0,acs5_2024_place_housing
1600000US3848580,38,48580,"Luverne city, North Dakota",2024,,,,0,acs5_2024_place_housing
1600000US3849020,38,49020,"McClusky city, North Dakota",2024,76400,365,21.2,66,acs5_2024_place_housing
1600000US3849220,38,49220,"McGregor CDP, North Dakota",2024,,,0.0,11,acs5_2024_place_housing
1600000US3849260,38,49260,"McHenry city, North Dakota",2024,,,,0,acs5_2024_place_housing
1600000US3849540,38,49540,"McLeod CDP, North Dakota",2024,95600,,,0,acs5_2024_place_housing
1600000US3849580,38,49580,"McVille city, North Dakota",2024,97500,579,50.0,54,acs5_2024_place_housing
1600000US3849620,38,49620,"Maddock city, North Dakota",2024,41300,528,45.2,93,acs5_2024_place_housing
1600000US3849820,38,49820,"Makoti city, North Dakota",2024,84500,525,0.0,12,acs5_2024_place_housing
1600000US3849900,38,49900,"Mandan city, North Dakota",2024,259800,1083,45.2,3241,acs5_2024_place_housing
1600000US3849980,38,49980,"Mandaree CDP, North Dakota",2024,170300,820,20.4,147,acs5_2024_place_housing
1600000US3850220,38,50220,"Manning CDP, North Dakota",2024,,,,0,acs5_2024_place_housing
1600000US3850380,38,50380,"Mantador city, North Dakota",2024,,,,0,acs5_2024_place_housing
1600000US3850420,38,50420,"Manvel city, North Dakota",2024,203700,1330,28.6,21,acs5_2024_place_housing
1600000US3850580,38,50580,"Mapleton city, North Dakota",2024,310200,1042,10.7,28,acs5_2024_place_housing
1600000US3850780,38,50780,"Marion city, North Dakota",2024,119400,669,0.0,9,acs5_2024_place_housing
1600000US3850860,38,50860,"Marmarth city, North Dakota",2024,48100,513,36.8,19,acs5_2024_place_housing
1600000US3851060,38,51060,"Martin city, North Dakota",2024,88300,,,0,acs5_2024_place_housing
1600000US3851380,38,51380,"Max city, North Dakota",2024,137500,633,14.3,14,acs5_2024_place_housing
1600000US3851420,38,51420,"Maxbass city, North Dakota",2024,40000,,100.0,1,acs5_2024_place_housing
1600000US3851500,38,51500,"Mayville city, North Dakota",2024,198200,854,46.9,399,acs5_2024_place_housing
1600000US3851860,38,51860,"Medina city, North Dakota",2024,84200,653,59.5,37,acs5_2024_place_housing
1600000US3851900,38,51900,"Medora city, North Dakota",2024,165100,625,11.1,45,acs5_2024_place_housing
1600000US3852180,38,52180,"Menoken CDP, North Dakota",2024,244600,,0.0,1,acs5_2024_place_housing
1600000US3852340,38,52340,"Mercer city, North Dakota",2024,84300,,,0,acs5_2024_place_housing
1600000US3852740,38,52740,"Michigan City city, North Dakota",2024,120000,1000,21.1,38,acs5_2024_place_housing
1600000US3852940,38,52940,"Milnor city, North Dakota",2024,152500,606,23.2,69,acs5_2024_place_housing
1600000US3853020,38,53020,"Milton city, North Dakota",2024,308800,,,0,acs5_2024_place_housing
1600000US3853220,38,53220,"Minnewaukan city, North Dakota",2024,105400,590,43.2,44,acs5_2024_place_housing
1600000US3853380,38,53380,"Minot city, North Dakota",2024,257100,973,36.2,9182,acs5_2024_place_housing
1600000US3853420,38,53420,"Minot AFB CDP, North Dakota",2024,,1431,46.3,1338,acs5_2024_place_housing
1600000US3853540,38,53540,"Minto city, North Dakota",2024,109300,597,25.0,20,acs5_2024_place_housing
1600000US3853780,38,53780,"Mohall city, North Dakota",2024,168500,644,26.4,87,acs5_2024_place_housing
1600000US3853820,38,53820,"Monango city, North Dakota",2024,,,,0,acs5_2024_place_housing
1600000US3853980,38,53980,"Montpelier city, North Dakota",2024,127500,,0.0,2,acs5_2024_place_housing
1600000US3854220,38,54220,"Mooreton city, North Dakota",2024,156300,508,54.5,11,acs5_2024_place_housing
1600000US3854620,38,54620,"Mott city, North Dakota",2024,75300,458,48.3,116,acs5_2024_place_housing
1600000US3854740,38,54740,"Mountain city, North Dakota",2024,99000,,28.6,7,acs5_2024_place_housing
1600000US3855020,38,55020,"Munich city, North Dakota",2024,109800,,0.0,16,acs5_2024_place_housing
1600000US3855220,38,55220,"Mylo city, North Dakota",2024,,,0.0,7,acs5_2024_place_housing
1600000US3855420,38,55420,"Napoleon city, North Dakota",2024,87700,833,22.6,62,acs5_2024_place_housing
1600000US3855500,38,55500,"Nash CDP, North Dakota",2024,,,,0,acs5_2024_place_housing
1600000US3855620,38,55620,"Neche city, North Dakota",2024,92500,,37.5,8,acs5_2024_place_housing
1600000US3855740,38,55740,"Nekoma city, North Dakota",2024,112500,,,0,acs5_2024_place_housing
1600000US3856020,38,56020,"Newburg city, North Dakota",2024,100000,485,29.4,17,acs5_2024_place_housing
1600000US3856180,38,56180,"New England city, North Dakota",2024,154200,854,16.8,95,acs5_2024_place_housing
1600000US3856420,38,56420,"New Leipzig city, North Dakota",2024,88400,828,80.0,15,acs5_2024_place_housing
1600000US3856620,38,56620,"New Rockford city, North Dakota",2024,101300,587,14.3,245,acs5_2024_place_housing
1600000US3856700,38,56700,"New Salem city, North Dakota",2024,187000,871,40.7,81,acs5_2024_place_housing
1600000US3856740,38,56740,"New Town city, North Dakota",2024,207600,851,17.3,663,acs5_2024_place_housing
1600000US3856780,38,56780,"Niagara city, North Dakota",2024,100000,,,0,acs5_2024_place_housing
1600000US3857180,38,57180,"Nome city, North Dakota",2024,,,,0,acs5_2024_place_housing
